,scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
196,2020-08-18,20:00,197,Saint Lucia,183737.0,25,,,,25.0,,0.0,,136.0,,4768.0,25950.0,1.0
197,2020-08-18,20:00,198,Timor-Leste,1321568.0,25,,,,24.0,,1.0,,19.0,,4238.0,3207.0,3.0
198,2020-08-18,20:00,199,Grenada,112591.0,24,,,,24.0,1.0,0.0,,213.0,,6252.0,55528.0,1.0
199,2020-08-18,20:00,200,New Caledonia,285852.0,23,,,,22.0,,1.0,,80.0,,11553.0,40416.0,6.0
200,2020-08-18,20:00,201,Laos,7288925.0,22,,,,19.0,,3.0,,3.0,,34808.0,4775.0,3.0
201,2020-08-18,20:00,203,Dominica,72010.0,18,,,,18.0,,0.0,,250.0,,1646.0,22858.0,1.0
202,2020-08-18,20:00,204,Saint Kitts and Nevis,53248.0,17,,,,17.0,,0.0,,319.0,,1312.0,24639.0,1.0
203,2020-08-18,20:00,205,St. Barth,9881.0,16,,,,9.0,,7.0,,1619.0,,1699.0,171946.0,1.0
204,2020-08-18,20:00,206,Greenland,56783.0,14,,,,14.0,,0.0,,247.0,,6340.0,111653.0,1.0
205,2020-08-18,20:00,207,Montserrat,4992.0,13,,1.0,,12.0,,0.0,,2604.0,200.0,61.0,12220.0,1.0
