Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id,scrap_date,scrap_time
51,Ghana,31211616,45877,,297,,45081,,499,5,1470,10,466845,14957,5.0,2020-09-20,11:57
52,Kyrgyzstan,6547431,45335,,1063,,41484,,2788,24,6924,162,267718,40889,3.0,2020-09-20,11:57
59,Afghanistan,39115100,39044,125,1441,4,32576,,5027,93,998,37,108591,2776,3.0,2020-09-20,11:57
60,Azerbaijan,10159219,39042,,574,,36601,,1867,,3843,57,1047906,103148,3.0,2020-09-20,11:57
67,Austria,9017743,38095,621,766,1,29229,268,8100,68,4224,85,1444683,160204,4.0,2020-09-20,11:57
63,Kenya,54023881,36829,,646,,23777,,12406,44,682,12,504988,9347,5.0,2020-09-20,11:57
71,Palestine,5126634,35003,,253,,23446,,11304,,6828,49,359873,70197,3.0,2020-09-20,11:57
80,Paraguay,7151622,33015,,636,,17535,,14844,144,4616,89,248376,34730,2.0,2020-09-20,11:57
65,Serbia,8729454,32840,,740,,31411,,689,23,3762,85,1069626,122531,4.0,2020-09-20,11:57
66,Ireland,4949828,32538,,1792,,23364,,7382,14,6574,362,1030817,208253,4.0,2020-09-20,11:57
83,Lebanon,6818563,28297,,286,,11440,,16571,124,4150,42,713366,104621,3.0,2020-09-20,11:57
69,El Salvador,6493440,27428,,808,,21247,,5373,92,4224,124,362029,55753,1.0,2020-09-20,11:57
85,Libya,6891588,27234,,436,,14679,,12119,,3952,63,179696,26075,5.0,2020-09-20,11:57
68,Australia,25564421,26898,13,849,5,24062,100,1987,10,1052,33,7295727,285386,,2020-09-20,11:57
73,Bosnia and Herzegovina,3276210,25217,,758,,17489,,6970,,7697,231,220278,67236,4.0,2020-09-20,11:57
74,S. Korea,51279019,22975,82,383,5,20158,188,2434,146,448,7,2226701,43423,3.0,2020-09-20,11:57
76,Denmark,5796725,22436,,635,,17316,,4485,4,3870,110,3300734,569414,4.0,2020-09-20,11:57
72,Cameroon,26685869,20431,,416,,19124,,891,30,766,16,149000,5583,5.0,2020-09-20,11:57
75,Ivory Coast,26516714,19269,,120,,18392,,757,,727,5,150646,5681,5.0,2020-09-20,11:57
77,Bulgaria,6936602,18819,,755,,13558,,4506,37,2713,109,491780,70896,4.0,2020-09-20,11:57
105,Hungary,9654848,17990,1070,683,8,4391,9,12916,32,1863,71,615999,63802,4.0,2020-09-20,11:57
79,North Macedonia,2083355,16557,,689,,13792,,2076,4,7947,331,174097,83566,4.0,2020-09-20,11:57
78,Madagascar,27841568,16020,,219,,14630,,1171,37,575,8,67031,2408,5.0,2020-09-20,11:57
92,Greece,10411582,14978,,331,,9989,,4658,65,1439,32,1194013,114681,4.0,2020-09-20,11:57
97,Croatia,4099549,14922,197,248,4,12536,183,2138,21,3640,60,258864,63145,4.0,2020-09-20,11:57
81,Senegal,16837104,14688,,302,,11153,,3233,27,872,18,165299,9818,5.0,2020-09-20,11:57
84,Zambia,18492263,14070,,330,,13365,,375,,761,18,138427,7486,5.0,2020-09-20,11:57
82,Sudan,44066943,13535,,836,,6759,,5940,,307,19,,,5.0,2020-09-20,11:57
86,Norway,5430560,12858,,267,,10371,,2220,2,2368,49,940722,173227,4.0,2020-09-20,11:57
94,Albania,2877094,12226,,358,,6888,,4980,13,4249,124,74487,25890,4.0,2020-09-20,11:57
87,DRC,90130995,10488,,268,,9891,,329,,116,3,,,5.0,2020-09-20,11:57
102,Namibia,2550803,10292,,111,,7969,,2212,13,4035,44,87639,34357,5.0,2020-09-20,11:57
89,Guinea,13207885,10286,,63,,9681,,542,24,779,5,31652,2396,5.0,2020-09-20,11:57
88,Malaysia,32456224,10167,,130,,9315,,722,12,313,4,1417154,43664,3.0,2020-09-20,11:57
123,Tunisia,11845658,9736,626,155,17,2386,20,7195,47,822,13,190241,16060,5.0,2020-09-20,11:57
90,French Guiana,300318,9692,,65,,9341,,286,4,32272,216,63050,209944,2.0,2020-09-20,11:57
100,Maldives,542594,9649,,33,,8188,,1428,12,17783,61,138608,255454,3.0,2020-09-20,11:57
93,Tajikistan,9583284,9303,,73,,8066,,1164,,971,8,,,3.0,2020-09-20,11:57
96,Finland,5542636,8922,,339,,7700,,883,3,1610,61,878728,158540,4.0,2020-09-20,11:57
91,Gabon,2236894,8696,,53,,7848,,795,5,3888,24,147678,66019,5.0,2020-09-20,11:57
95,Haiti,11432811,8600,,221,,6363,,2016,,752,19,25752,2252,1.0,2020-09-20,11:57
109,Montenegro,628084,7898,,134,,5129,,2635,,12575,213,61307,97610,4.0,2020-09-20,11:57
98,Luxembourg,628177,7804,,124,,6703,,977,1,12423,197,776619,1236306,4.0,2020-09-20,11:57
101,Zimbabwe,14909825,7672,,225,,5914,,1533,,515,15,157144,10540,5.0,2020-09-20,11:57
99,Mauritania,4675471,7365,,161,,6927,,277,3,1575,34,77592,16596,5.0,2020-09-20,11:57
117,Slovakia,5460232,6677,131,39,,3548,29,3090,19,1223,7,412248,75500,4.0,2020-09-20,11:57
118,Mozambique,31439641,6537,,41,,3620,,2876,,208,1,123212,3919,5.0,2020-09-20,11:57
130,Uganda,46042351,6017,,63,,2581,,3373,,131,1,444346,9651,5.0,2020-09-20,11:57
103,Malawi,19234462,5718,,179,,4030,,1509,4,297,9,50051,2602,5.0,2020-09-20,11:57
104,Djibouti,991115,5403,,61,,5333,,9,,5451,62,73804,74466,5.0,2020-09-20,11:57
168,Myanmar,54490167,5263,393,81,,1188,,3994,,97,1,212826,3906,3.0,2020-09-20,11:57
111,Eswatini,1162791,5245,,104,,4571,,570,11,4511,89,31766,27319,5.0,2020-09-20,11:57
115,Cabo Verde,557306,5186,,50,,4581,,555,,9305,90,76576,137404,5.0,2020-09-20,11:57
113,Cuba,11325071,5055,,113,,4284,,658,18,446,10,531928,46969,1.0,2020-09-20,11:57
107,Hong Kong,7510344,5033,23,103,,4708,1,222,13,670,14,2783134,370573,3.0,2020-09-20,11:57
106,Equatorial Guinea,1412571,5002,,83,,4509,,410,,3541,59,57119,40436,5.0,2020-09-20,11:57
112,Congo,5546883,4986,,89,,3887,,1010,,899,16,,,5.0,2020-09-20,11:57
110,Nicaragua,6641735,4961,,147,,2913,,1901,,747,22,,,1.0,2020-09-20,11:57
108,CAR,4847859,4786,,62,,1830,,2894,2,987,13,31723,6544,5.0,2020-09-20,11:57
145,Jamaica,2964028,4758,,60,,1327,,3371,9,1605,20,71693,24188,1.0,2020-09-20,11:57
114,Suriname,587785,4709,,97,,4383,,229,7,8011,165,12811,21795,2.0,2020-09-20,11:57
122,Rwanda,13020261,4689,,26,,2910,,1753,,360,2,474039,36408,5.0,2020-09-20,11:57
141,Jordan,10225305,4540,,30,,2672,,1838,13,444,3,1057184,103389,3.0,2020-09-20,11:57
126,Slovenia,2079002,4420,111,142,1,3023,42,1255,25,2126,68,201696,97016,4.0,2020-09-20,11:57
133,Angola,33079785,3901,,147,,1445,,2309,13,118,4,65951,1994,5.0,2020-09-20,11:57
158,Trinidad and Tobago,1400493,3853,,61,,1695,,2097,6,2751,44,28995,20703,1.0,2020-09-20,11:57
132,Syria,17590857,3765,,170,,932,,2663,,214,10,,,3.0,2020-09-20,11:57
125,Lithuania,2713589,3744,80,87,,2198,1,1459,,1380,32,725127,267221,4.0,2020-09-20,11:57
120,Mayotte,274212,3541,,40,,2964,,537,2,12913,146,13000,47409,5.0,2020-09-20,11:57
116,Thailand,69838891,3506,6,59,,3340,2,107,1,50,0.8,749213,10728,3.0,2020-09-20,11:57
128,Gambia,2430948,3504,,108,,1992,,1404,,1441,44,14749,6067,5.0,2020-09-20,11:57
146,Georgia,3987451,3502,196,19,,1494,13,1989,,878,5,550489,138055,3.0,2020-09-20,11:57
142,Aruba,106866,3460,,23,,2128,,1309,11,32377,215,27760,259765,1.0,2020-09-20,11:57
161,Guadeloupe,400139,3426,,26,,837,,2563,28,8562,65,38505,96229,1.0,2020-09-20,11:57
119,Somalia,15986523,3401,,98,,2812,,491,,213,6,,,5.0,2020-09-20,11:57
121,Sri Lanka,21433131,3283,,13,,3070,,200,,153,0.6,266057,12413,3.0,2020-09-20,11:57
138,Bahamas,394067,3214,,73,,1679,,1462,65,8156,185,16517,41914,1.0,2020-09-20,11:57
153,Réunion,896719,3194,,15,,2482,,697,,3562,17,35419,39498,5.0,2020-09-20,11:57
124,Mali,20373309,3006,,128,,2349,,529,,148,6,48068,2359,5.0,2020-09-20,11:57
129,Estonia,1326734,2924,49,64,,2377,3,483,3,2204,48,187647,141435,4.0,2020-09-20,11:57
140,Malta,441804,2699,,19,,2017,,663,2,6109,43,229252,518900,4.0,2020-09-20,11:57
127,South Sudan,11222344,2642,,49,,1290,,1303,,235,4,12044,1073,5.0,2020-09-20,11:57
148,Botswana,2361794,2567,,13,,624,,1930,1,1087,6,156054,66074,5.0,2020-09-20,11:57
135,Iceland,341731,2307,,10,,2116,,181,,6751,29,246791,722179,4.0,2020-09-20,11:57
131,Guinea-Bissau,1977884,2303,,39,,1127,,1137,5,1164,20,,,5.0,2020-09-20,11:57
134,Benin,12190280,2280,,40,,1950,,290,,187,3,169063,13869,5.0,2020-09-20,11:57
159,Guyana,787391,2168,,64,,1331,,773,15,2753,81,11913,15130,2.0,2020-09-20,11:57
136,Sierra Leone,8011707,2159,,72,,1650,,437,,269,9,,,5.0,2020-09-20,11:57
137,Yemen,29966050,2026,,585,,1221,,220,,68,20,,,3.0,2020-09-20,11:57
143,Uruguay,3476400,1904,,46,,1612,,246,,548,13,211556,60855,2.0,2020-09-20,11:57
149,Burkina Faso,21024015,1816,,56,,1176,,584,,86,3,,,5.0,2020-09-20,11:57
139,New Zealand,5002100,1815,4,25,,1719,,71,3,363,5,910853,182094,,2020-09-20,11:57
151,Togo,8319971,1659,,41,,1259,,359,,199,5,82611,9929,5.0,2020-09-20,11:57
164,Belize,399181,1606,16,20,,876,64,710,3,4023,50,12685,31778,1.0,2020-09-20,11:57
144,Cyprus,1209293,1590,,22,,1282,,286,2,1315,18,344831,285151,3.0,2020-09-20,11:57
154,Andorra,77293,1564,,53,,1164,,347,4,20235,686,137457,1778389,4.0,2020-09-20,11:57
147,Latvia,1881446,1525,10,36,,1248,,241,,811,19,295242,156923,4.0,2020-09-20,11:57
156,Lesotho,2145981,1390,,33,,754,,603,,648,15,17631,8216,5.0,2020-09-20,11:57
150,Liberia,5082947,1335,,82,,1216,,37,,263,16,,,5.0,2020-09-20,11:57
179,French Polynesia,281266,1271,,2,,1028,,241,4,4519,7,20484,72828,,2020-09-20,11:57
152,Niger,24387417,1183,,69,,1104,,10,,49,3,20530,842,5.0,2020-09-20,11:57
157,Chad,16524859,1149,,81,,966,,102,,70,5,,,5.0,2020-09-20,11:57
177,Martinique,375200,1122,,18,,98,,1006,5,2990,48,19534,52063,1.0,2020-09-20,11:57
155,Vietnam,97530651,1068,,35,,942,,91,,11,0.4,1009145,10347,3.0,2020-09-20,11:57
160,Sao Tome and Principe,220034,908,,15,,876,,17,,4127,68,4572,20779,5.0,2020-09-20,11:57
163,San Marino,33947,723,,42,,669,,12,3,21298,1237,7470,220049,4.0,2020-09-20,11:57
162,Diamond Princess,,712,,13,,651,,48,4,,,,,,2020-09-20,11:57
172,Turks and Caicos,38831,668,1,5,,572,5,91,3,17203,129,3016,77670,1.0,2020-09-20,11:57
165,Channel Islands,174214,644,,48,,575,,21,2,3697,276,117227,672891,4.0,2020-09-20,11:57
173,Sint Maarten,42982,584,10,20,,488,,76,6,13587,465,2720,63282,1.0,2020-09-20,11:57
174,Papua New Guinea,8983415,516,,6,,232,,278,,57,0.7,17276,1923,,2020-09-20,11:57
166,Tanzania,60091744,509,,21,,183,,305,7,8,0.3,,,5.0,2020-09-20,11:57
167,Taiwan,23826365,507,1,7,,479,,21,,21,0.3,91555,3843,3.0,2020-09-20,11:57
169,Burundi,11964975,473,,1,,374,,98,,40,0.08,27836,2326,5.0,2020-09-20,11:57
170,Comoros,873558,470,,7,,450,,13,,538,8,,,5.0,2020-09-20,11:57
171,Faeroe Islands,48904,431,,,,412,,19,,8813,,114435,2339993,4.0,2020-09-20,11:57
175,Mauritius,1272238,366,,10,,338,,18,,288,8,239204,188018,5.0,2020-09-20,11:57
178,Eritrea,3557077,364,,,,305,,59,,102,,,,5.0,2020-09-20,11:57
182,Gibraltar,33689,350,,,,322,,28,,10389,,42247,1254030,4.0,2020-09-20,11:57
176,Isle of Man,85132,339,,24,,312,,3,,3982,282,11572,135930,4.0,2020-09-20,11:57
184,Saint Martin,38808,330,,6,,206,,118,11,8503,155,2968,76479,1.0,2020-09-20,11:57
180,Mongolia,3289696,312,1,,,302,,10,1,95,,64797,19697,3.0,2020-09-20,11:57
181,Cambodia,16769198,275,,,,274,,1,,16,,122693,7317,3.0,2020-09-20,11:57
187,Bhutan,773464,259,1,,,190,4,69,,335,,124839,161402,3.0,2020-09-20,11:57
195,Curaçao,164242,247,,1,,88,,158,1,1504,6,1080,6576,1.0,2020-09-20,11:57
183,Cayman Islands,65890,208,,1,,204,,3,,3157,15,37425,567992,1.0,2020-09-20,11:57
188,Monaco,39303,192,,1,,152,,39,1,4885,25,51953,1321858,4.0,2020-09-20,11:57
186,Barbados,287453,185,,7,,172,,6,,644,24,21069,73295,1.0,2020-09-20,11:57
185,Bermuda,62226,180,,9,,166,,5,,2893,145,58742,944011,1.0,2020-09-20,11:57
189,Brunei,438397,145,,3,,142,,0,,331,7,56076,127911,3.0,2020-09-20,11:57
190,Seychelles,98481,141,,,,136,,5,,1432,,5200,52802,5.0,2020-09-20,11:57
191,Liechtenstein,38152,113,,1,,109,,3,,2962,26,900,23590,4.0,2020-09-20,11:57
192,Antigua and Barbuda,98107,96,,3,,92,,1,,979,31,2386,24320,1.0,2020-09-20,11:57
202,British Virgin Islands,30275,69,,1,,48,,20,2,2279,33,4410,145665,1.0,2020-09-20,11:57
193,St. Vincent Grenadines,111018,64,,,,64,,0,,576,,4652,41903,1.0,2020-09-20,11:57
194,Macao,651258,46,,,,46,,0,,71,,4238,6507,3.0,2020-09-20,11:57
208,Caribbean Netherlands,26276,36,,1,,17,,18,,1370,38,1516,57695,1.0,2020-09-20,11:57
196,Fiji,897875,32,,2,,26,,4,1,36,2,9570,10658,,2020-09-20,11:57
197,Saint Lucia,183813,27,,,,26,,1,,147,,7672,41738,1.0,2020-09-20,11:57
198,Timor-Leste,1323836,27,,,,26,,1,,20,,5146,3887,3.0,2020-09-20,11:57
200,New Caledonia,286099,26,,,,26,,0,,91,,13463,47057,,2020-09-20,11:57
203,Dominica,72026,24,,,,18,,6,,333,,2077,28837,1.0,2020-09-20,11:57
199,Grenada,112638,24,,,,24,,0,,213,,6252,55505,1.0,2020-09-20,11:57
201,Laos,7298448,23,,,,22,,1,,3,,46070,6312,3.0,2020-09-20,11:57
205,St. Barth,9884,23,,,,16,,7,,2327,,2075,209935,1.0,2020-09-20,11:57
204,Saint Kitts and Nevis,53282,17,,,,17,,0,,319,,2138,40126,1.0,2020-09-20,11:57
206,Greenland,56792,14,,,,14,,0,,247,,7421,130670,1.0,2020-09-20,11:57
207,Montserrat,4993,13,,1,,12,,0,,2604,200,373,74705,1.0,2020-09-20,11:57
209,Falkland Islands,3501,13,,,,13,,0,,3713,,2261,645815,2.0,2020-09-20,11:57
210,Vatican City,801,12,,,,12,,0,,14981,,,,4.0,2020-09-20,11:57
213,Saint Pierre Miquelon,5788,11,,,,5,,6,,1900,,1051,181583,1.0,2020-09-20,11:57
211,Western Sahara,600453,10,,1,,8,,1,,17,2,,,5.0,2020-09-20,11:57
212,MS Zaandam,,9,,2,,,,7,,,,,,,2020-09-20,11:57
214,Anguilla,15032,3,,,,3,,0,,200,,1020,67855,1.0,2020-09-20,11:57
215,China,1439323776,85279,10,4634,,80477,13,168,3,59,3,160000000,111163,3.0,2020-09-20,11:57
